name,city,iata,icao,lat,lng
Clovis Municipal Airport,Clovis,CVN,KCVN,34.4251,-103.079
Fort Stockton Pecos County Airport,Fort Stockton,FST,KFST,30.9157,-102.916
Las Vegas Municipal Airport,Las Vegas,LVS,KLVS,35.6542,-105.142
West Houston Airport,Houston,IWS,KIWS,29.8182,-95.6726
La Junta Municipal Airport,La Junta,LHX,KLHX,38.0497,-103.509
Las Cruces International Airport,Las Cruces,LRU,KLRU,32.2894,-106.922
Stephens County Airport,Breckenridge,BKD,KBKD,32.719,-98.891
Draughon Miller Central Texas Regional Airport,Temple,TPL,KTPL,31.1525,-97.4078
Ozona Municipal Airport,Ozona,OZA,KOZA,30.7353,-101.203
Eagle County Regional Airport,Vail,EGE,KEGE,39.6426,-106.918
Cuyahoga County Airport,Richmond Heights,CGF,KCGF,41.5651,-81.4864
Mansfield Lahm Regional Airport,Mansfield,MFD,KMFD,40.8214,-82.5166
Columbus Metropolitan Airport,Columbus,CSG,KCSG,32.5163,-84.9389
Lawton Fort Sill Regional Airport,Lawton,LAW,KLAW,34.5677,-98.4166
Fort Collins Loveland Municipal Airport,Fort Collins,FNL,KFNL,40.4518,-105.011
Flagstaff Pulliam Airport,Flagstaff,FLG,KFLG,35.1385,-111.671
Lake Tahoe Airport,South Lake Tahoe,TVL,KTVL,38.8939,-119.995
Joslin Field Magic Valley Regional Airport,Twin Falls,TWF,KTWF,42.4818,-114.488
Martha's Vineyard Airport,Vineyard Haven MA,MVY,KMVY,41.3931,-70.6143
Concord Municipal Airport,Concord NH,CON,KCON,43.2027,-71.5023
Groton New London Airport,Groton CT,GON,KGON,41.3301,-72.0451
St Cloud Regional Airport,Saint Cloud,STC,KSTC,45.5466,-94.0599
Golden Triangle Regional Airport,Columbus Mississippi,GTR,KGTR,33.4503,-88.5914
Bowerman Airport,Hoquiam,HQM,KHQM,46.9712,-123.937
Erie International Tom Ridge Field,Erie,ERI,KERI,42.0831,-80.1739
Barnstable Municipal Boardman Polando Field,Barnstable,HYA,KHYA,41.6693,-70.2804
Sedona Airport,Sedona,SDX,KSEZ,34.8486,-111.788
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,MGW,KMGW,39.6429,-79.9163
Yeager Airport,Charleston,CRW,KCRW,38.3731,-81.5932
Wilkes Barre Scranton International Airport,Scranton,AVP,KAVP,41.3385,-75.7234
Bemidji Regional Airport,Bemidji,BJI,KBJI,47.5094,-94.9337
Hector International Airport,Fargo,FAR,KFAR,46.9207,-96.8158
Charles B. Wheeler Downtown Airport,Kansas City,MKC,KMKC,39.1232,-94.5928
Gillette Campbell County Airport,Gillette,GCC,KGCC,44.3489,-105.539
University Park Airport,State College Pennsylvania,SCE,KUNV,40.8493,-77.8487
Key Field,Meridian,MEI,KMEI,32.3326,-88.7519
Abraham Lincoln Capital Airport,Springfield,SPI,KSPI,39.8441,-89.6779
Cortez Municipal Airport,Cortez,CEZ,KCEZ,37.303,-108.628
Yampa Valley Airport,Hayden,HDN,KHDN,40.4812,-107.218
Gallup Municipal Airport,Gallup,GUP,KGUP,35.5111,-108.789
Liberal Mid-America Regional Airport,Liberal,LBL,KLBL,37.0442,-100.96
Lamar Municipal Airport,Lamar,LAA,KLAA,38.0697,-102.688
Renner Field-Goodland Municipal Airport,Goodland,GLD,KGLD,39.3706,-101.699
Yellowstone Regional Airport,Cody,COD,KCOD,44.5202,-109.024
Springfield Branson National Airport,Springfield,SGF,KSGF,37.2457,-93.3886
Joplin Regional Airport,Joplin,JLN,KJLN,37.1518,-94.4983
Lehigh Valley International Airport,Allentown,ABE,KABE,40.6521,-75.4408
Northwest Arkansas Regional Airport,Bentonville,XNA,KXNA,36.2819,-94.3068
South Bend Regional Airport,South Bend,SBN,KSBN,41.7087,-86.3173
Smith Field,Fort Wayne IN,SMD,KSMD,41.1434,-85.1528
Arcata Airport,Arcata CA,ACV,KACV,40.9781,-124.109
Albert J Ellis Airport,Jacksonville NC,OAJ,KOAJ,34.8292,-77.6121
Tuscaloosa Regional Airport,Tuscaloosa AL,TCL,KTCL,33.2206,-87.6114
Dubuque Regional Airport,Dubuque IA,DBQ,KDBQ,42.402,-90.7095
Aberdeen Regional Airport,Aberdeen,ABR,KABR,45.4491,-98.4218
Southwest Georgia Regional Airport,Albany,ABY,KABY,31.5355,-84.1945
Athens Ben Epps Airport,Athens,AHN,KAHN,33.9486,-83.3263
Alamogordo White Sands Regional Airport,Alamogordo,ALM,KALM,32.8399,-105.991
Waterloo Regional Airport,Waterloo,ALO,KALO,42.5571,-92.4003
Walla Walla Regional Airport,Walla Walla,ALW,KALW,46.0949,-118.288
Alpena County Regional Airport,Alpena,APN,KAPN,45.0781,-83.5603
Watertown Regional Airport,Watertown,ATY,KATY,44.914,-97.1547
Bradford Regional Airport,Bradford,BFD,KBFD,41.8031,-78.6401
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,BFF,KBFF,41.874,-103.596
Raleigh County Memorial Airport,Beckley,BKW,KBKW,37.7873,-81.1242
Brunswick Golden Isles Airport,Brunswick,BQK,KBQK,31.2588,-81.4665
Southeast Iowa Regional Airport,Burlington,BRL,KBRL,40.7832,-91.1255
Jack Mc Namara Field Airport,Crescent City,CEC,KCEC,41.7802,-124.237
Cape Girardeau Regional Airport,Cape Girardeau,CGI,KCGI,37.2253,-89.5708
Chippewa County International Airport,Sault Ste Marie,CIU,KCIU,46.2508,-84.4724
North Central West Virginia Airport,Clarksburg,CKB,KCKB,39.2966,-80.2281
William R Fairchild International Airport,Port Angeles,CLM,KCLM,48.1202,-123.5
Houghton County Memorial Airport,Hancock,CMX,KCMX,47.1684,-88.4891
Dodge City Regional Airport,Dodge City,DDC,KDDC,37.7634,-99.9656
DuBois Regional Airport,Du Bois,DUJ,KDUJ,41.1783,-78.8987
Chippewa Valley Regional Airport,Eau Claire,EAU,KEAU,44.8658,-91.4843
Elko Regional Airport,Elko,EKO,KEKO,40.8249,-115.792
New Bedford Regional Airport,New Bedford,EWB,KEWB,41.6761,-70.9569
Fayetteville Regional Grannis Field,Fayetteville,FAY,KFAY,34.9912,-78.8803
Wokal Field Glasgow International Airport,Glasgow,GGW,KGGW,48.2125,-106.615
Central Nebraska Regional Airport,Grand Island,GRI,KGRI,40.9675,-98.3096
Memorial Field,Hot Springs,HOT,KHOT,34.478,-93.0962
Tri-State/Milton J. Ferguson Field,Huntington,HTS,KHTS,38.3667,-82.558
Kirksville Regional Airport,Kirksville,IRK,KIRK,40.0935,-92.5449
Jamestown Regional Airport,Jamestown,JMS,KJMS,46.9297,-98.6782
Laramie Regional Airport,Laramie,LAR,KLAR,41.3121,-105.675
Arnold Palmer Regional Airport,Latrobe,LBE,KLBE,40.2759,-79.4048
North Platte Regional Airport Lee Bird Field,North Platte,LBF,KLBF,41.1262,-100.684
Lebanon Municipal Airport,Lebanon,LEB,KLEB,43.6261,-72.3042
Klamath Falls Airport,Klamath Falls,LMT,KLMT,42.1561,-121.733
Lancaster Airport,Lancaster,LNS,KLNS,40.1217,-76.2961
Lewistown Municipal Airport,Lewistown,LWT,KLWT,47.0493,-109.467
Lynchburg Regional Preston Glenn Field,Lynchburg,LYH,KLYH,37.3267,-79.2004
Muskegon County Airport,Muskegon,MKG,KMKG,43.1695,-86.2382
Frank Wiley Field,Miles City,MLS,KMLS,46.428,-105.886
Northwest Alabama Regional Airport,Muscle Shoals,MSL,KMSL,34.7453,-87.6102
Southwest Oregon Regional Airport,North Bend,OTH,KOTH,43.4171,-124.246
Owensboro Daviess County Airport,Owensboro,OWB,KOWB,37.7401,-87.1668
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,PIB,KPIB,31.4671,-89.3371
Pocatello Regional Airport,Pocatello,PIH,KPIH,42.9098,-112.596
Pierre Regional Airport,Pierre,PIR,KPIR,44.3827,-100.286
Pellston Regional Airport of Emmet County Airport,Pellston,PLN,KPLN,45.5709,-84.7967
Portsmouth International at Pease Airport,Portsmouth,PSM,KPSM,43.0779,-70.8233
Reading Regional Carl A Spaatz Field,Reading,RDG,KRDG,40.3785,-75.9652
Rhinelander Oneida County Airport,Rhinelander,RHI,KRHI,45.6312,-89.4675
Rock Springs Sweetwater County Airport,Rock Springs,RKS,KRKS,41.5942,-109.065
Rutland - Southern Vermont Regional Airport,Rutland,RUT,KRUT,43.5294,-72.9496
San Luis County Regional Airport,San Luis Obispo,SBP,KSBP,35.2368,-120.642
Sheridan County Airport,Sheridan,SHR,KSHR,44.7692,-106.98
Adirondack Regional Airport,Saranac Lake,SLK,KSLK,44.3853,-74.2062
Salina Municipal Airport,Salina,SLN,KSLN,38.791,-97.6522
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,SMX,KSMX,34.8989,-120.457
Tupelo Regional Airport,Tupelo,TUP,KTUP,34.2681,-88.7699
Quincy Regional Baldwin Field,Quincy,UIN,KUIN,39.9427,-91.1946
Victoria Regional Airport,Victoria,VCT,KVCT,28.8526,-96.9185
Valdosta Regional Airport,Valdosta,VLD,KVLD,30.7825,-83.2767
Worland Municipal Airport,Worland,WRL,KWRL,43.9657,-107.951
Yakima Air Terminal McAllister Field,Yakima,YKM,KYKM,46.5682,-120.544
Adak Airport,Adak Island,ADK,PADK,51.878,-176.646
Gustavus Airport,Gustavus,GST,PAGS,58.4253,-135.707
Skagway Airport,Skagway,SGY,PAGY,59.4601,-135.316
Holy Cross Airport,Holy Cross,HCR,PAHC,62.1883,-159.775
Haines Airport,Haines,HNS,PAHN,59.2438,-135.524
Kalskag Airport,Kalskag,KLG,PALG,61.5363,-160.341
McGrath Airport,Mcgrath,MCG,PAMC,62.9529,-155.606
Mountain Village Airport,Mountain Village,MOU,PAMO,62.0954,-163.682
Aniak Airport,Aniak,ANI,PANI,61.5816,-159.543
Chevak Airport,Chevak,VAK,PAVA,61.5409,-165.6005
Wrangell Airport,Wrangell,WRG,PAWG,56.4843,-132.37
Kalaupapa Airport,Molokai,LUP,PHLU,21.211,-156.974
Aleknagik / New Airport,Aleknagik,WKK,5A8,59.2826,-158.618
Brookings Regional Airport,Brookings,BKX,BKX,44.3048,-96.8169
Mercer County Airport,Bluefield,BLF,KBLF,37.2958,-81.2077
Kearney Municipal Airport,Kearney,EAR,EAR,40.727,-99.0068
Mid Delta Regional Airport,Greenville,GLH,KGLH,33.4829,-90.9856
Kingman Airport,Kingman,IGM,IGM,35.2595,-113.938
Tri Cities Airport,Pasco,PSC,KPSC,46.2647,-119.119
Akutan Seaplane Base,Akutan,KQA,KQA,54.1338,-165.7789
Grant County Airport,Silver City,SVC,SVC,32.6365,-108.156
Lopez Island Airport,Lopez,LPS,S31,48.4839,-122.938
Waikoloa Heliport,Waikoloa Village,WKL,HI07,19.9205,-155.8607
Worcester Regional Airport,Worcester,ORH,KORH,42.2673,-71.8757
Bremerton National Airport,Bremerton,PWT,KPWT,47.4902,-122.765
Spencer Municipal Airport,Spencer,SPW,KSPW,43.1655,-95.2028
Jefferson City Memorial Airport,Jefferson City,JEF,KJEF,38.5912,-92.1561
Grand Canyon West Airport,Grand Canyon West,GCW,,35.5925,-113.4859
Boulder City Municipal Airport,Boulder City,BLD,KBVU,35.5651,-114.514
Provincetown Municipal Airport,Provincetown,PVC,KPVC,42.0719,-70.2214
Kenmore Air Harbor Seaplane Base,Seattle,LKE,KW55,47.629,-122.339
Fullerton Municipal Airport,Fullerton,FUL,KFUL,33.872,-117.98
Concord Regional Airport,Concord,,KJQF,35.3878,-80.7091
Friedman Memorial Airport,Hailey,SUN,KSUN,43.5044,-114.296
Mason City Municipal Airport,Mason City,MCW,KMCW,43.1578,-93.3313
Phoenix-Mesa-Gateway Airport,Mesa,AZA,KIWA,33.3078,-111.655
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,PAKP,68.1336,-151.743
Anvik Airport,Anvik,ANV,PANV,62.6467,-160.191
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,ATK,PATQ,70.4673,-157.436
Gambell Airport,Gambell,GAM,PAGM,63.7668,-171.733
Hooper Bay Airport,Hooper Bay,HPB,PAHP,61.5239,-166.147
Kaltag Airport,Kaltag,KAL,PAKV,64.3191,-158.741
St Mary's Airport,St Mary's,KSM,PASM,62.0605,-163.302
Kivalina Airport,Kivalina,KVL,PAVL,67.7362,-164.563
Mekoryuk Airport,Mekoryuk,MYU,PAMY,60.3714,-166.271
Point Hope Airport,Point Hope,PHO,PPHO,68.3488,-166.799
Ruby Airport,Ruby,RBY,PARY,64.7272,-155.47
Shishmaref Airport,Shishmaref,SHH,PASH,66.2496,-166.0891
Savoonga Airport,Savoonga,SVA,PASA,63.6864,-170.493
Noatak Airport,Noatak,WTK,PAWN,67.5661,-162.975
Arctic Village Airport,Arctic Village,ARC,PARC,68.1147,-145.579
Hagerstown Regional Richard A Henson Field,Hagerstown,HGR,KHGR,39.7079,-77.7295
Sand Point Airport,Sand Point,SDP,PASD,55.315,-160.523
Deering Airport,Deering,DRG,PADE,66.0696,-162.766
Igiugig Airport,Igiugig,IGG,PAIG,59.324,-155.902
New Stuyahok Airport,New Stuyahok,KNW,PANW,59.4499,-157.328
King Cove Airport,King Cove,KVC,PAVC,55.1163,-162.266
Port Heiden Airport,Port Heiden,PTH,PAPH,56.9591,-158.633
Togiak Airport,Togiak Village,TOG,PATG,59.0528,-160.397
Delta County Airport,Escanaba,ESC,KESC,45.7227,-87.0937
Yakutat Airport,Yakutat,YAK,PAYA,59.5033,-139.66
Williamson County Regional Airport,Marion,MWA,KMWA,37.755,-89.0111
Ford Airport,Iron Mountain,IMT,KIMT,45.8184,-88.1145
Marquette Airport,Marquette,,KMQT,46.5339,-87.5614
Allakaket Airport,Allakaket,AET,PFAL,66.5518,-152.622
Michigan City Municipal Airport,Michigan City,MGC,KMGC,41.7033,-86.8212
Seward Airport,Seward,SWD,PAWD,60.1269,-149.419
McCarthy Airport,McCarthy,MXY,,61.4371,-142.9031
Porter County Municipal Airport,Valparaiso,NPZ,,41.454,-87.0071
Grand Marais Cook County Airport,Grand Marais,GRM,KCKC,47.8383,-90.3829
Mackinac Island Airport,Mackinac Island,MCD,,45.8649,-84.6373
Gogebic Iron County Airport,Ironwood,IWD,,46.5275,-90.1314
Portage Municipal Airport,Portage,C47,,43.5603,-89.4829
Wausau Downtown Airport,Wausau,AUW,KAUW,44.9262,-89.6266
Macomb Municipal Airport,Macomb,MQB,,40.5201,-90.6524
Delaware County Johnson Field,Muncie,MIE,KMIE,40.2423,-85.3959
Miami University Airport,Oxford,OXD,,39.5023,-84.7844
Purdue University Airport,Lafayette,LAF,KLAF,40.4123,-86.9369
De Kalb Taylor Municipal Airport,De Kalb,DKB,,41.9338,-88.7057
Grand Geneva Resort Airport,Lake Geneva,C02,,42.6149,-88.3896
Brown County Airport,Georgetown,,KGEO,38.8819,-83.8827
North Las Vegas Airport,Las Vegas,VGT,KVGT,36.2107,-115.194
Kenosha Regional Airport,Kenosha,ENW,KENW,42.5957,-87.9278
Clow International Airport,Bolingbrook,1CS,,41.696,-88.1292
Montrose Regional Airport,Montrose CO,MTJ,KMTJ,38.5098,-107.894
Riverton Regional Airport,Riverton WY,RIW,KRIW,43.0642,-108.46
Tyonek Airport,Tyonek,TYE,,61.0767,-151.1381
Eastern Oregon Regional At Pendleton Airport,Pendleton,PDT,KPDT,45.6951,-118.841
Door County Cherryland Airport,Sturgeon Bay,SUE,,44.8437,-87.4216
Cambridge Municipal Airport,Cambridge,CDI,,39.975,-81.5776
Dowagiac Municipal Airport,Dowagiac,C91,,41.9929,-86.128
Putnam County Airport,Greencastle,4I7,,39.6336,-86.8138
Galt Field Airport,Greenwood,10C,,42.4029,-88.3751
Waukesha County Airport,Waukesha,UES,,43.041,-88.2371
Southwest Michigan Regional Airport,Benton Harbor,BEH,,42.1286,-86.4285
Wittman Regional Airport,Oshkosh,OSH,KOSH,43.9844,-88.557
Pangborn Memorial Airport,Wenatchee,EAT,KEAT,47.3989,-120.207
Fortman Airport,St. Marys,1OH,,40.5553,-84.3866
NAS Fort Worth JRB/Carswell Field,Dallas,,KNFW,32.7692,-97.4415
Gary Chicago International Airport,Gary,GYY,KGYY,41.6163,-87.4128
Brainerd Lakes Regional Airport,Brainerd,BRD,KBRD,46.3983,-94.1381
Greenbrier Valley Airport,Lewisburg,LWB,KLWB,37.8583,-80.3995
Pitt Greenville Airport,Greenville,PGV,KPGV,35.6352,-77.3853
Chefornak Airport,Chefornak,CYF,PACK,60.1492,-164.286
Oxnard Airport,Oxnard,OXR,KOXR,34.2008,-119.207
Schenectady County Airport,Scotia NY,SCH,KSCH,42.8525,-73.9289
Northeast Florida Regional Airport,St. Augustine Airport,UST,KSGJ,29.9592,-81.3398
Charles M. Schulz Sonoma County Airport,Santa Rosa,STS,KSTS,38.509,-122.813
Kissimmee Gateway Airport,Kissimmee,ISM,KISM,28.2898,-81.4371
Lake City Gateway Airport,Lake City,LCQ,KLCQ,30.182,-82.5769
Deland Municipal Sidney H Taylor Field,DeLand,,KDED,29.067,-81.2838
Haller Airpark,Green Cove Springs,,7FL4,29.9041,-81.6852
Logan-Cache Airport,Logan,LGU,KLGU,41.7912,-111.852
Brigham City Airport,Brigham City,BMC,KBMC,41.5524,-112.062
Malad City Airport,Malad City,MLD,KMLD,42.1666,-112.297
Aspen-Pitkin Co/Sardy Field,Aspen,ASE,KASE,39.2232,-106.869
Mexia - Limestone County Airport,Mexia,LXY,,31.6412,-96.5145
Kerrville Municipal Louis Schreiner Field,Kerrville,ERV,KERV,29.9767,-99.0857
Sussex County Airport,Georgetown,GED,KGED,38.6892,-75.3589
Great Bend Municipal Airport,Great Bend,GBN,KGBD,38.3443,-98.8592
Hays Regional Airport,Hays,HYS,KHYS,38.8422,-99.2732
Spirit of St Louis Airport,Null,SUS,KSUS,38.6621,-90.652
Ely Municipal Airport,Ely,LYU,KELO,47.8245,-91.8307
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,GPZ,KGPZ,47.2111,-93.5098
Thief River Falls Regional Airport,Thief River Falls,TVF,KTVF,48.0657,-96.185
Eagle River Union Airport,Eagle River,EGV,KEGV,45.9323,-89.2683
Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,ARV,KARV,45.9279,-89.7309
Ankeny Regional Airport,Ankeny,IKV,KIKV,41.6914,-93.5664
Corpus Christi Naval Air Station/Truax Field,Corpus Christi,NGP,KNGP,27.6926,-97.2911
Catalina Airport,Catalina Island,AVX,KAVX,33.4049,-118.416
Mojave Airport,Mojave,MHV,KMHV,35.0594,-118.152
Kenmore Air Harbor Inc Seaplane Base,Kenmore,KEH,,47.7548,-122.259
Hutchinson Municipal Airport,Hutchinson,HUT,KHUT,38.0655,-97.8606
Eagle County Airport,Eagle,EGA,,39.6428,-106.9159
Rosecrans Memorial Airport,Rosecrans,STJ,KSTJ,39.7719,-94.9097
Volk Field,Camp Douglas,VOK,KVOK,43.939,-90.2534
Gunnison Crested Butte Regional Airport,Gunnison,GUC,KGUC,38.5339,-106.933
Zamperini Field,Torrance,TOA,KTOA,33.8034,-118.34
Manistee Co Blacker Airport,Manistee,MBL,KMBL,44.2724,-86.2469
Hickam Air Force Base,Honolulu,,PHIK,21.3187,-157.9224
Charlotte County Airport,Punta Gorda,PGD,KPGD,26.9202,-81.9905
Grand Canyon Heliport,Grand Canyon,JGC,,35.9667,-112.1333
Northern Aroostook Regional Airport,Frenchville,WFK,KFVE,47.2855,-68.3128
Chautauqua County-Jamestown Airport,Jamestown,JHW,KJHW,42.1534,-79.258
Lake Cumberland Regional Airport,Somerset,SME,KSME,37.0534,-84.6159
Shenandoah Valley Regional Airport,Weyers Cave,SHD,KSHD,38.2638,-78.8964
Devils Lake Regional Airport,Devils Lake,DVL,KDVL,48.1142,-98.9088
Dickinson Theodore Roosevelt Regional Airport,Dickinson,DIK,KDIK,46.7974,-102.802
Sidney Richland Municipal Airport,Sidney,SDY,KSDY,47.7069,-104.193
Chadron Municipal Airport,Chadron,CDR,KCDR,42.8376,-103.095
Alliance Municipal Airport,Alliance,AIA,KAIA,42.0532,-102.804
Mc Cook Ben Nelson Regional Airport,McCook,MCK,KMCK,40.2063,-100.592
The Florida Keys Marathon Airport,Marathon,MTH,KMTH,24.7261,-81.0514
Dawson Community Airport,Glendive,GDV,KGDV,47.1387,-104.807
L M Clayton Airport,Wolf Point,OLF,KOLF,48.0945,-105.575
Yellowstone Airport,West Yellowstone,WYS,KWYS,44.6884,-111.118
San Luis Valley Regional Bergman Field,Alamosa,ALS,KALS,37.4349,-105.867
Canyonlands Field,Moab,CNY,KCNY,38.755,-109.755
Ely Airport Yelland Field,Ely,ELY,KELY,39.2997,-114.842
Vernal Regional Airport,Vernal,VEL,KVEL,40.4409,-109.51
Sierra Blanca Regional Airport,Ruidoso,SRR,KSRR,33.4628,-105.535
Show Low Regional Airport,Show Low,SOW,KSOW,34.2655,-110.006
McCall Municipal Airport,McCall,MYL,KMYL,44.8897,-116.101
Lemhi County Airport,Salmon,SMN,KSMN,45.1238,-113.881
Mammoth Yosemite Airport,Mammoth Lakes,MMH,KMMH,37.6241,-118.838
Friday Harbor Airport,Friday Harbor,FRD,KFHR,48.522,-123.024
Orcas Island Airport,Eastsound,ESD,KORS,48.7082,-122.91
Anacortes Airport,Anacortes,OTS,,48.4989,-122.6625
Astoria Regional Airport,Astoria,AST,KAST,46.158,-123.879
Newport Municipal Airport,Newport,ONP,KONP,44.5804,-124.058
Emmonak Airport,Emmonak,EMK,PAEM,62.7861,-164.491
Unalakleet Airport,Unalakleet,UNK,PAUN,63.8884,-160.799
Ugnu-Kuparuk Airport,Kuparuk,UUK,PAKU,70.3308,-149.598
Shageluk Airport,Shageluk,SHX,PAHX,62.6923,-159.569
Chuathbaluk Airport,Chuathbaluk,CHU,PACH,61.5792,-159.2156
Nuiqsut Airport,Nuiqsut,NUI,PAQT,70.21,-151.006
Eek Airport,Eek,EEK,PAEE,60.2137,-162.0439
Kasigluk Airport,Kasigluk,KUK,PFKA,60.8744,-162.524
Kwethluk Airport,Kwethluk,KWT,PFKW,60.7903,-161.444
Kwigillingok Airport,Kwigillingok,KWK,PAGG,59.8765,-163.169
Marshall Don Hunter Sr Airport,Marshall,MLL,PADM,61.8643,-162.026
Russian Mission Airport,Russian Mission,RSH,PARS,61.7789,-161.3195
Tuntutuliak Airport,Tuntutuliak,WTL,,60.3353,-162.6669
Ekwok Airport,Ekwok,KEK,,59.3569,-157.4711
Koliganek Airport,Koliganek,KGK,PAJZ,59.7266,-157.259
Levelock Airport,Levelock,KLL,,59.1281,-156.8586
Manokotak Airport,Manokotak,KMO,PAMB,58.9902,-159.05
Twin Hills Airport,Twin Hills,TWA,,59.0744,-160.275
Chalkyitsik Airport,Chalkyitsik,CIK,PACI,66.645,-143.74
Eagle Airport,Eagle,EAA,PAEG,64.7764,-141.151
Hughes Airport,Hughes,HUS,PAHU,66.0411,-154.263
Huslia Airport,Huslia,HSL,PAHL,65.6979,-156.351
Livingood Airport,Livingood,LIV,,65.5311,-148.5411
Minto Airport,Minto,MNT,,65.1436,-149.37
Nulato Airport,Nulato,NUL,PANU,64.7293,-158.074
Rampart Airport,Rampart,RMP,,65.5078,-150.1408
Tanana Airport,Tanana,TAL,,65.1796,-152.0758
Venetie Airport,Venetie,VEE,PAVE,67.0087,-146.366
Beaver Airport,Beaver,WBQ,PAWB,66.3622,-147.407
Central Airport,Central,CEM,PACE,65.5738,-144.783
Shungnak Airport,Shungnak,SHG,PAGH,66.8881,-157.162
Birch Creek Airport,Brich Creek,KBC,,66.2567,-145.8153
Coldfoot Airport,Coldfoot,CXF,,67.2514,-150.1761
Inyokern Airport,Inyokern,IYK,KIYK,35.6588,-117.83
Visalia Municipal Airport,Visalia,VIS,KVIS,36.3187,-119.393
Merced Regional Macready Field,Merced,MCE,KMCE,37.2847,-120.514
Phoenix Goodyear Airport,Goodyear,,KGYR,33.4225,-112.376
Angoon Seaplane Base,Angoon,AGN,PAGN,57.5036,-134.585
Elfin Cove Seaplane Base,Elfin Cove,ELV,PAEL,58.1952,-136.347
Tenakee Seaplane Base,Tenakee Springs,TKE,,57.7797,-135.2183
Pelican Seaplane Base,Pelican,PEC,,57.9553,-136.2364
Chatham Seaplane Base,Sitka,CYM,,57.515,-134.9461
Funter Bay Seaplane Base,Funter Bay,FNR,PANR,58.2544,-134.898
Excursion Inlet Seaplane Base,Excursion Inlet,EXI,,58.4206,-135.4492
Hoonah Airport,Hoonah,HNH,PAOH,58.0961,-135.4101
Kake Airport,Kake,AFE,PAFE,56.9614,-133.91
Craig Seaplane Base,Craig,CGA,,55.4789,-133.1478
Hollis Seaplane Base,Hollis,HYL,,55.4817,-132.6461
Metlakatla Seaplane Base,Metakatla,MTM,PAMM,55.131,-131.578
Thorne Bay Seaplane Base,Thorne Bay,KTB,,55.6881,-132.5367
Hydaburg Seaplane Base,Hydaburg,HYG,PAHY,55.2063,-132.828
Hyder Seaplane Base,Hyder,WHD,,55.9033,-130.0067
